config_id,config_index,global_config_index,init_seed,object,method,steps,lr,beta,xi,x_step,channels,blocks,residual_scale,denoiser,denoise_kernel,nlm_h,cnr,psnr,ssim,ks_d,ks_p,best_trace_cnr,final_loss,best_trace_cnr_from_trace,best_trace_step,best_trace_cnr_audited,sweep,sweep_dir,final_hits_apl_min,trace_hits_apl_min,object_index,final_proxy_mean,final_proxy_std,final_proxy_min,final_proxy_max,final_proxy_range,final_proxy_tv_l1,final_proxy_roughness_l2,final_proxy_otsu_score,final_proxy_otsu_threshold,final_proxy_otsu_fg_fraction,final_proxy_hist_entropy,final_proxy_data_loss,final_proxy_aug_loss,final_proxy_denoiser_mse,final_proxy_net_delta_mse,final_proxy_dual_abs_mean
cfg0001,1,1,20240712,ring,scgi_ured,200,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.08,7.841539859771728,11.404434204101562,0.0743254125118255,0.0037031769752502,1.0,14.29987907409668,0.0168827697634696,14.29987907409668,64,14.29987907409668,nlm_allobjects,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_sweep_nlm_allobjects_r1,False,True,3.0,,,,,,,,,,,,,,,,
cfg0000,0,0,20240710,stripe_target,scgi_ured,400,0.001,0.5,0.5,0.05,24,3,0.3,nlm,3,0.035,2.470975875854492,7.550799369812012,0.188107743859291,0.0046856999397277,0.9740428844495652,3.2042124271392822,0.000406997394748,3.2042124271392822,47,3.2042124271392822,nlm_deeper_stripe,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_sweep_nlm_deeper_r1_stripe,False,False,1.0,0.477660983800888,0.1428650170564651,0.0,0.941759467124939,0.941759467124939,0.2565873265266418,0.0538985542953014,0.01436707098037,0.4838709533214569,0.42889404296875,2.9084811210632324,0.0002284976362716,0.0001784997584763,4.878541949437931e-05,0.0001134453486884,0.0244389101862907
cfg0001,1,1,20240710,stripe_target,scgi_ured,400,0.001,0.5,0.5,0.05,24,3,0.3,nlm,3,0.045,2.08455491065979,7.250791549682617,0.1853358149528503,0.0046856999397277,0.9740428844495652,4.178970813751221,0.0014827116392552,4.178970813751221,59,4.178970813751221,nlm_deeper_stripe,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_sweep_nlm_deeper_r1_stripe,False,False,1.0,0.4847157597541809,0.1690203249454498,0.0,1.0,1.0,0.3131425976753235,0.0853118821978569,0.0197830274701118,0.4838709533214569,0.469970703125,3.08054256439209,0.0002278372121509,0.0012548743980005,0.0010757087729871,0.0001500779180787,0.0508807227015495
cfg0002,2,2,20240710,stripe_target,scgi_ured,400,0.001,0.5,0.5,0.05,24,3,0.3,nlm,3,0.055,4.241145133972168,7.271786212921143,0.1490399539470672,0.0046856999397277,0.9740428844495652,7.197904109954834,0.0018814504146575,7.197904109954834,369,7.197904109954834,nlm_deeper_stripe,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_sweep_nlm_deeper_r1_stripe,False,False,1.0,0.4957876801490783,0.0988917648792266,0.0,0.9888204336166382,0.9888204336166382,0.1230333596467971,0.0163210388273,0.0082193668931722,0.5483871102333069,0.229736328125,2.2853407859802246,0.0002274777216371,0.0016539726639166,0.0033458396792411,0.000813556194771,0.0638992860913276
cfg0003,3,3,20240710,stripe_target,scgi_ured,400,0.001,0.5,0.5,0.08,24,3,0.3,nlm,3,0.035,2.530179262161255,7.047213554382324,0.1860530376434326,0.0046856999397277,0.9740428844495652,3.218503952026367,0.0007045739330351,3.218503952026367,42,3.218503952026367,nlm_deeper_stripe,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_sweep_nlm_deeper_r1_stripe,False,False,1.0,0.518423318862915,0.1424017548561096,0.010460752993822,1.0,0.9895392656326294,0.2486783564090728,0.0516179427504539,0.0143320579081773,0.5483871102333069,0.3560791015625,2.89469838142395,0.0002279515319969,0.0004766224010381,3.672257298603654e-05,0.0001428304240107,0.040915098041296
cfg0004,4,4,20240710,stripe_target,scgi_ured,400,0.001,0.5,0.5,0.08,24,3,0.3,nlm,3,0.045,3.020504951477051,7.115813255310059,0.1841695457696914,0.0046856999397277,0.9740428844495652,4.7433061599731445,0.0010928419651463,4.7433061599731445,388,4.7433061599731445,nlm_deeper_stripe,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_sweep_nlm_deeper_r1_stripe,False,False,1.0,0.517841100692749,0.1274741441011428,0.051630362868309,1.0,0.9483696222305298,0.1944123208522796,0.0361529104411602,0.0122721977531909,0.5806452035903931,0.24517822265625,2.6891000270843506,0.0002268570242449,0.0008659849409013,0.0005193153047002,0.0002531758509576,0.0480694882571697
cfg0005,5,5,20240710,stripe_target,scgi_ured,400,0.001,0.5,0.5,0.08,24,3,0.3,nlm,3,0.055,2.319014549255371,7.145852088928223,0.2036293596029281,0.0046856999397277,0.9740428844495652,8.519989013671875,0.0035060348454862,8.519989013671875,327,8.519989013671875,nlm_deeper_stripe,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_sweep_nlm_deeper_r1_stripe,False,False,1.0,0.5115314722061157,0.158951073884964,0.0,1.0,1.0,0.3161117434501648,0.0801405757665634,0.0178056862205266,0.5161290168762207,0.44818115234375,3.018765926361084,0.0002141906152246,0.003291844157502,0.0024840869009494,0.0043018124997615,0.0892308801412582
cfg0006,6,6,20240710,stripe_target,scgi_ured,400,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.035,2.5126514434814453,7.394439697265625,0.1861512959003448,0.0046856999397277,0.9740428844495652,3.1786341667175293,0.000240319117438,3.1786341667175293,62,3.1786341667175293,nlm_deeper_stripe,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_sweep_nlm_deeper_r1_stripe,False,False,1.0,0.4909262955188751,0.1403453648090362,0.0128762517124414,0.9915869235992432,0.9787106513977052,0.2465492188930511,0.0506962314248085,0.0138991829007864,0.5161290168762207,0.3665771484375,2.881908893585205,0.0002276431041536,1.2676016012846958e-05,5.787966802017763e-05,9.88376123132184e-05,0.0046100234612822
cfg0007,7,7,20240710,stripe_target,scgi_ured,400,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.045,5.637390613555908,7.43614912033081,0.1632460951805114,0.0046856999397277,0.9740428844495652,6.20819091796875,0.0019228659803047,6.20819091796875,373,6.20819091796875,nlm_deeper_stripe,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_sweep_nlm_deeper_r1_stripe,False,False,1.0,0.4896700084209442,0.0968729928135871,0.2531705200672149,0.8962541818618774,0.6430836915969849,0.1142427325248718,0.0141705917194485,0.008592833764851,0.5483871102333069,0.21441650390625,2.110581398010254,0.0002244972565677,0.0016983686946332,0.0021080076694488,0.0008264754433184,0.0636195540428161
cfg0008,8,8,20240710,stripe_target,scgi_ured,400,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.055,3.22162127494812,6.693553924560547,0.090538740158081,0.0046856999397277,0.9740428844495652,8.176018714904785,0.0010113179450854,8.176018714904785,40,8.176018714904785,nlm_deeper_stripe,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_sweep_nlm_deeper_r1_stripe,False,False,1.0,0.5168454647064209,0.0805050879716873,0.3212579190731048,0.7873038649559021,0.4660459458827972,0.1051855608820915,0.0087924236431717,0.0049447403289377,0.5161290168762207,0.40765380859375,2.2741103172302246,0.000215717984247,0.0007956000044941,0.001214831136167,0.008187910541892,0.0441541075706481
cfg0009,9,9,20240710,stripe_target,scgi_ured,400,0.001,0.5,0.75,0.05,24,3,0.3,nlm,3,0.035,2.4381797313690186,7.944554328918457,0.1872048377990722,0.0046856999397277,0.9740428844495652,3.1146154403686523,0.0009341048425994,3.1146154403686523,43,3.1146154403686523,nlm_deeper_stripe,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_sweep_nlm_deeper_r1_stripe,False,False,1.0,0.4454234838485718,0.1393703371286392,0.0,0.9476056098937988,0.9476056098937988,0.2499134540557861,0.0517762303352355,0.0136063285171985,0.4516128897666931,0.422607421875,2.881527900695801,0.0002281398774357,0.0007059649797156,4.5173976104706526e-05,0.0001408056268701,0.0410437285900116
cfg0010,10,10,20240710,stripe_target,scgi_ured,400,0.001,0.5,0.75,0.05,24,3,0.3,nlm,3,0.045,2.9741649627685547,8.02442455291748,0.1848137974739074,0.0046856999397277,0.9740428844495652,3.758662462234497,0.0011556430254131,3.758662462234497,43,3.758662462234497,nlm_deeper_stripe,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_sweep_nlm_deeper_r1_stripe,False,False,1.0,0.4449272155761719,0.1232319772243499,0.0451148003339767,0.9299269318580629,0.8848121166229248,0.1967979371547699,0.0354573130607605,0.0112891672179102,0.4838709533214569,0.28497314453125,2.6853272914886475,0.0002275677688885,0.0009280752274207,0.0010497657349333,0.0001734278921503,0.0426417663693428
cfg0011,11,11,20240710,stripe_target,scgi_ured,400,0.001,0.5,0.75,0.05,24,3,0.3,nlm,3,0.055,3.970937013626098,8.045994758605957,0.1790063083171844,0.0046856999397277,0.9740428844495652,5.250126838684082,0.0014607791090384,5.250126838684082,43,5.250126838684082,nlm_deeper_stripe,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_sweep_nlm_deeper_r1_stripe,False,False,1.0,0.4448791444301605,0.1083903014659881,0.1284458339214325,0.8642614483833313,0.7358156442642212,0.1530110388994217,0.0228023827075958,0.0095969662070274,0.4838709533214569,0.2498779296875,2.451933622360229,0.0002264568902319,0.0012343222042545,0.0032354001887142,0.0003318172239232,0.0466070733964443
cfg0012,12,12,20240710,stripe_target,scgi_ured,400,0.001,0.5,0.75,0.08,24,3,0.3,nlm,3,0.035,2.47457218170166,7.528197765350342,0.1861661970615387,0.0046856999397277,0.9740428844495652,3.072221517562866,0.0002490169135853,3.072221517562866,58,3.072221517562866,nlm_deeper_stripe,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_sweep_nlm_deeper_r1_stripe,False,False,1.0,0.4795801043510437,0.140482947230339,0.001078279223293,0.9771957993507384,0.9761174917221068,0.2495011091232299,0.0515001565217971,0.0138600897043943,0.5161290168762207,0.342041015625,2.8873443603515625,0.0002275925071444,2.142439188901335e-05,4.634105789591558e-05,9.903727914206684e-05,0.0063624223694205
cfg0013,13,13,20240710,stripe_target,scgi_ured,400,0.001,0.5,0.75,0.08,24,3,0.3,nlm,3,0.045,4.758874893188477,7.507179260253906,0.1576337814331054,0.0046856999397277,0.9740428844495652,6.059322357177734,0.0007831692928448,6.059322357177734,385,6.059322357177734,nlm_deeper_stripe,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_sweep_nlm_deeper_r1_stripe,False,False,1.0,0.4804908037185669,0.0968673378229141,0.2496009171009063,0.8561525940895081,0.6065516471862793,0.1158806830644607,0.0135414274409413,0.0081419115886092,0.5161290168762207,0.2344970703125,2.236273288726806,0.000218625908019,0.0005645434139296,0.0020305565558373,0.0021790247410535,0.0305782090872526
cfg0014,14,14,20240710,stripe_target,scgi_ured,400,0.001,0.5,0.75,0.08,24,3,0.3,nlm,3,0.055,4.395554065704346,7.53048849105835,0.1242466270923614,0.0046856999397277,0.9740428844495652,5.982926845550537,0.001006671693176,5.982926845550537,273,5.982926845550537,nlm_deeper_stripe,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_sweep_nlm_deeper_r1_stripe,False,False,1.0,0.4641317427158355,0.0856273844838142,0.3029725849628448,0.7441310286521912,0.4411584436893463,0.1053033769130706,0.0102541875094175,0.0061537125147879,0.4838709533214569,0.27557373046875,2.183173656463623,0.0002128698833985,0.0007938018534332,0.0014565653400495,0.0092586409300565,0.0350748300552368
cfg0015,15,15,20240710,stripe_target,scgi_ured,400,0.001,0.5,0.75,0.1,24,3,0.3,nlm,3,0.035,2.486268758773804,7.444916725158691,0.1851785778999328,0.0046856999397277,0.9740428844495652,3.040489673614502,0.0002417829673504,3.040489673614502,75,3.040489673614502,nlm_deeper_stripe,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_sweep_nlm_deeper_r1_stripe,False,False,1.0,0.4858653545379638,0.1396920979022979,0.0109962187707424,0.9810284376144408,0.9700322151184082,0.2473712861537933,0.0506832934916019,0.0137471677735447,0.5161290168762207,0.3564453125,2.8803982734680176,0.0002273657300975,1.4417231795960106e-05,5.059010436525568e-05,0.0001044937234837,0.0046008215285837
cfg0016,16,16,20240710,stripe_target,scgi_ured,400,0.001,0.5,0.75,0.1,24,3,0.3,nlm,3,0.045,5.2198004722595215,6.856633186340332,0.1158846914768219,0.0046856999397277,0.9740428844495652,6.239148139953613,0.0009717637440189,6.239148139953613,383,6.239148139953613,nlm_deeper_stripe,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_sweep_nlm_deeper_r1_stripe,False,False,1.0,0.514694333076477,0.0795065984129905,0.3429117202758789,0.7585389018058777,0.4156271815299988,0.0755607113242149,0.0060191727243363,0.0055530783720314,0.5483871102333069,0.23565673828125,2.0250766277313232,0.0002142152225133,0.0007575485506094,0.0010030647972598,0.0092607270926237,0.0341368988156318
cfg0017,17,17,20240710,stripe_target,scgi_ured,400,0.001,0.5,0.75,0.1,24,3,0.3,nlm,3,0.055,2.39551329612732,6.586029052734375,0.0220105946063995,0.0046856999397277,0.9740428844495652,5.88062047958374,0.0007279604906216,5.88062047958374,218,5.88062047958374,nlm_deeper_stripe,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_sweep_nlm_deeper_r1_stripe,False,False,1.0,0.4983925521373749,0.0623557344079017,0.3460507392883301,0.6850482225418091,0.338997483253479,0.0355510488152504,0.0010899619664996,0.0035033863969147,0.4838709533214569,0.422119140625,1.8376619815826416,0.0002151794906239,0.0005127809708938,0.0009639210766181,0.0132273370400071,0.0274370983242988
cfg0000,0,0,20240710,stripe_target,scgi_ured,36,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.05,4.112496852874756,9.008489608764648,0.1912407875061035,0.0046856999397277,0.9740428844495652,4.444582939147949,0.0127924270927906,4.444582939147949,10,4.444582939147949,nlm_earlystop_stripe,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_sweep_nlm_earlystop_r1_stripe,False,False,1.0,0.3686062693595886,0.1084433868527412,0.0,0.8418774008750916,0.8418774008750916,0.1404741704463958,0.0255966912955045,0.0101381391286849,0.4193548262119293,0.2252197265625,2.270835399627685,0.0002272001438541,0.0125652272254228,0.0022504166699945,0.0002323701628483,0.1877197623252868
cfg0001,1,1,20240710,stripe_target,scgi_ured,36,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.06,6.734492778778076,9.00190544128418,0.1849633753299713,0.0046856999397277,0.9740428844495652,7.18174409866333,0.0133806560188531,7.18174409866333,11,7.18174409866333,nlm_earlystop_stripe,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_sweep_nlm_earlystop_r1_stripe,False,False,1.0,0.3682020902633667,0.096618540585041,0.037358283996582,0.7289013266563416,0.6915430426597595,0.0984348356723785,0.016834145411849,0.0090586068108677,0.4193548262119293,0.21441650390625,1.8207029104232788,0.0002270021068397,0.0131536535918712,0.0040578073821961,0.0002691380796022,0.1879115402698516
cfg0002,2,2,20240710,stripe_target,scgi_ured,36,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.07,7.563361644744873,8.906079292297363,0.1706839203834533,0.0046856999397277,0.9740428844495652,7.563361644744873,0.0137336235493421,7.563361644744873,36,7.563361644744873,nlm_earlystop_stripe,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_sweep_nlm_earlystop_r1_stripe,False,False,1.0,0.3672252297401428,0.0899496152997016,0.1472948491573333,0.6514444947242737,0.5041496753692627,0.0821893364191055,0.0136705134063959,0.0079799285158514,0.4193548262119293,0.21173095703125,1.6554358005523682,0.0002269068791065,0.0135067170485854,0.0053026918321847,0.0003053442924283,0.1884362995624542
cfg0003,3,3,20240710,stripe_target,scgi_ured,36,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.08,6.831596851348877,8.778907775878906,0.1528575718402862,0.0046856999397277,0.9740428844495652,6.831596851348877,0.0139711387455463,6.831596851348877,36,6.831596851348877,nlm_earlystop_stripe,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_sweep_nlm_earlystop_r1_stripe,False,False,1.0,0.3664690852165222,0.0841535478830337,0.2332452535629272,0.6062522530555725,0.3730069994926452,0.0725084692239761,0.011627129279077,0.0068492959253489,0.4193548262119293,0.211181640625,1.636182188987732,0.0002268743701279,0.0137442648410797,0.0061975847929716,0.0003359930415172,0.1888467967510223
cfg0004,4,4,20240710,stripe_target,scgi_ured,36,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.09,5.910237312316895,8.6406888961792,0.133906215429306,0.0046856999397277,0.9740428844495652,5.910237312316895,0.0141435470432043,5.910237312316895,36,5.910237312316895,nlm_earlystop_stripe,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_sweep_nlm_earlystop_r1_stripe,False,False,1.0,0.3661412596702575,0.0786211118102073,0.2614785134792328,0.587209165096283,0.3257306516170501,0.0646322667598724,0.009763310663402,0.0058153225108981,0.3870967626571655,0.23834228515625,1.6609418392181396,0.0002268598618684,0.0139166871085762,0.0069177239201962,0.0003630929859355,0.189068853855133
cfg0005,5,5,20240710,stripe_target,scgi_ured,40,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.05,6.297004699707031,3.668665409088135,0.1503483951091766,0.0046856999397277,0.9740428844495652,6.297004699707031,0.0197244845330715,6.297004699707031,40,6.297004699707031,nlm_earlystop_stripe,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_sweep_nlm_earlystop_r1_stripe,False,False,1.0,0.7901833057403564,0.1125513613224029,0.3793343603610992,1.0,0.6206656694412231,0.0952458679676055,0.0159820783883333,0.0106937112286686,0.8387097120285034,0.236572265625,1.9473413228988647,0.0002279620093759,0.0194965228438377,0.0020584047306329,0.0039882087148725,0.2606572210788727
cfg0006,6,6,20240710,stripe_target,scgi_ured,40,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.06,8.931845664978027,3.65154767036438,0.150323137640953,0.0046856999397277,0.9740428844495652,8.931845664978027,0.0204441715031862,8.931845664978027,40,8.931845664978027,nlm_earlystop_stripe,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_sweep_nlm_earlystop_r1_stripe,False,False,1.0,0.793175458908081,0.1092640832066536,0.4747447371482849,1.0,0.5252552628517151,0.0721080228686332,0.011962192133069,0.0104701267555356,0.8387097120285034,0.21954345703125,1.714892029762268,0.0002277164749102,0.0202164556831121,0.0040169926360249,0.0041327327489852,0.2617894113063812
cfg0007,7,7,20240710,stripe_target,scgi_ured,40,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.07,7.814115524291992,3.621469020843506,0.1410040259361267,0.0046856999397277,0.9740428844495652,8.58199405670166,0.0206116363406181,8.58199405670166,37,8.58199405670166,nlm_earlystop_stripe,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_sweep_nlm_earlystop_r1_stripe,False,False,1.0,0.7941882014274597,0.1069192588329315,0.5619856119155884,1.0,0.4380143880844116,0.0660247951745987,0.0103436429053545,0.0100019387900829,0.8387097120285034,0.220947265625,1.7431738376617432,0.0002275986771564,0.0203840378671884,0.0054027419537305,0.0042749289423227,0.2618743777275085
cfg0008,8,8,20240710,stripe_target,scgi_ured,40,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.08,6.523793697357178,3.5842862129211426,0.1274526417255401,0.0046856999397277,0.9740428844495652,7.368578910827637,0.0206879284232854,7.368578910827637,37,7.368578910827637,nlm_earlystop_stripe,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_sweep_nlm_earlystop_r1_stripe,False,False,1.0,0.7948293089866638,0.1041812747716903,0.5684109926223755,1.0,0.4315890073776245,0.0621524304151535,0.0087138628587126,0.0094031570479273,0.8387097120285034,0.23016357421875,1.828909397125244,0.0002275538281537,0.0204603746533393,0.0063658645376563,0.0043785627931356,0.2616197764873504
cfg0009,9,9,20240710,stripe_target,scgi_ured,40,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.09,5.52334451675415,3.5377514362335205,0.1110738292336463,0.0046856999397277,0.9740428844495652,6.212589740753174,0.0208413880318403,6.212589740753174,37,6.212589740753174,nlm_earlystop_stripe,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_sweep_nlm_earlystop_r1_stripe,False,False,1.0,0.7954667210578918,0.1006182059645652,0.5706441402435303,1.0,0.4293558597564697,0.0577305406332016,0.0068689482286572,0.0086898934096097,0.8387097120285034,0.24359130859375,1.9269179105758667,0.0002275322622153,0.020613856613636,0.0071153198368847,0.0044655962847173,0.2617720365524292
cfg0010,10,10,20240710,stripe_target,scgi_ured,48,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.05,3.03243088722229,7.095327854156494,0.1772656291723251,0.0046856999397277,0.9740428844495652,6.297004699707031,0.0062449998222291,6.297004699707031,40,6.297004699707031,nlm_earlystop_stripe,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_sweep_nlm_earlystop_r1_stripe,False,False,1.0,0.5128663778305054,0.1176909357309341,0.0958677679300308,0.9587974548339844,0.8629297018051147,0.1776599884033203,0.0306191556155681,0.0104412920773029,0.5483871102333069,0.2779541015625,2.6103806495666504,0.0002270693803438,0.0060179303400218,0.0013376086717471,0.0007648083847016,0.1251866519451141
cfg0011,11,11,20240710,stripe_target,scgi_ured,48,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.06,4.242876052856445,7.142982482910156,0.1749691665172577,0.0046856999397277,0.9740428844495652,8.931845664978027,0.006753739900887,8.931845664978027,40,8.931845664978027,nlm_earlystop_stripe,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_sweep_nlm_earlystop_r1_stripe,False,False,1.0,0.5121158957481384,0.1036047860980033,0.1228952407836914,0.9213266372680664,0.798431396484375,0.1273182481527328,0.0188303440809249,0.009184936992824,0.5483871102333069,0.23480224609375,2.281496286392212,0.0002268302778247,0.0065269097685813,0.0037290153559297,0.0007284398889169,0.1266964972019195
cfg0012,12,12,20240710,stripe_target,scgi_ured,48,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.07,5.483462810516357,7.117200374603272,0.1659430861473083,0.0046856999397277,0.9740428844495652,8.58199405670166,0.0071837129071354,8.58199405670166,37,8.58199405670166,nlm_earlystop_stripe,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_sweep_nlm_earlystop_r1_stripe,False,False,1.0,0.5118611454963684,0.0944579914212226,0.2178697884082794,0.8621967434883118,0.64432692527771,0.0975062921643257,0.0128716016188263,0.0082469554618,0.5483871102333069,0.220703125,2.012701272964477,0.0002267176605528,0.0069569954648613,0.0055179307237267,0.0006854531820863,0.1290211379528045
cfg0013,13,13,20240710,stripe_target,scgi_ured,48,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.08,5.934423446655273,7.046603202819824,0.1514707803726196,0.0046856999397277,0.9740428844495652,7.368578910827637,0.0075043621473014,7.368578910827637,37,7.368578910827637,nlm_earlystop_stripe,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_sweep_nlm_earlystop_r1_stripe,False,False,1.0,0.5119640827178955,0.0876243710517883,0.2892243266105652,0.823918342590332,0.5346940159797668,0.0797739028930664,0.0095385806635022,0.0072854561731219,0.5483871102333069,0.21795654296875,1.877447843551636,0.0002266724477522,0.0072776898741722,0.0066397315822541,0.000655882526189,0.1312063634395599
cfg0014,14,14,20240710,stripe_target,scgi_ured,48,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.09,5.785121440887451,6.971757888793945,0.1350978761911392,0.0046856999397277,0.9740428844495652,6.212589740753174,0.0077093844301998,6.212589740753174,37,6.212589740753174,nlm_earlystop_stripe,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_sweep_nlm_earlystop_r1_stripe,False,False,1.0,0.5115199089050293,0.0817528590559959,0.3477125465869903,0.8004595637321472,0.4527470171451568,0.0672946274280548,0.007172068580985,0.0062913908623158,0.5483871102333069,0.219482421875,1.818542718887329,0.000226651696721,0.0074827326461672,0.0074327457696199,0.0006444498430937,0.1325328648090362
cfg0015,15,15,20240710,stripe_target,scgi_ured,64,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.05,2.4853968620300293,1.700053095817566,0.0267385132610797,0.0046856999397277,0.9740428844495652,6.297004699707031,0.0564581081271171,6.297004699707031,40,6.297004699707031,nlm_earlystop_stripe,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_sweep_nlm_earlystop_r1_stripe,False,False,1.0,0.9407389163970948,0.0615520365536212,0.4545078873634338,1.0,0.5454921126365662,0.0634596645832061,0.0054728658869862,0.0022271955385804,0.9032257795333862,0.76226806640625,1.6727014780044556,0.0002279640320921,0.056230142712593,0.0022392547689378,0.0025464938953518,0.4474828243255615
cfg0016,16,16,20240710,stripe_target,scgi_ured,64,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.06,2.6953282356262207,1.6615667343139648,0.019155204296112,0.0046856999397277,0.9740428844495652,8.931845664978027,0.0573770441114902,8.931845664978027,40,8.931845664978027,nlm_earlystop_stripe,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_sweep_nlm_earlystop_r1_stripe,False,False,1.0,0.944372534751892,0.0543788820505142,0.6209573745727539,1.0,0.3790426254272461,0.0429595783352851,0.0024245777167379,0.0017088281456381,0.9354838728904724,0.5714111328125,1.5822032690048218,0.0002276988525409,0.0571493469178676,0.0040708184242248,0.0027919271960854,0.4495260119438171
